Importer Country,Exporter Country,Imported Quantity (metric tons),Total Export (metric tons),Land Use Emission,Implied Carbon Emission,% 
Ireland,Czechia,4.055,15064.909,,,#DIV/0!
Ireland,Romania,0.074,9650.413,,,#DIV/0!
Ireland,Finland,0.002,4542.802,,,#DIV/0!
Ireland,Slovakia,0.008,3083.331,,,#DIV/0!
Ireland,Namibia,1526.861,9270.406,,,#DIV/0!
Ireland,Japan,0.022,9088.784,,,#DIV/0!
Ireland,China,0.013,1763.679,,,#DIV/0!
Ireland,Sweden,1.051,3284.188,,,#DIV/0!
Ireland,Bulgaria,1.702,1760.619,,,#DIV/0!
Ireland,Greece,0.776,2005.599,,,#DIV/0!
Ireland,T??rkiye,7.144,1848.978,,,#DIV/0!
Ireland,Egypt,0,567.856,,,#DIV/0!
Ireland,Morocco,0.005,5.185,,,#DIV/0!
Ireland,Saint Pierre and Miquelon,1.533,2.332,,,#DIV/0!
Ireland,Saint Barth??lemy,0.024,0.024,,,#DIV/0!
Ireland,Nigeria,0.001,0.001,,,#DIV/0!
Singapore,South Africa,0.274,28366.247,,,#DIV/0!
Singapore,Japan,604.142,9088.784,,,#DIV/0!
Singapore,China,50.95,1763.679,,,#DIV/0!
Singapore,Sweden,0.762,3284.188,,,#DIV/0!
Singapore,Kenya,0.225,1590.403,,,#DIV/0!
Singapore,Malaysia,507.295,1484.221,,,#DIV/0!
Singapore,T??rkiye,20.79,1848.978,,,#DIV/0!
Singapore,Oman,1.428,358.718,,,#DIV/0!
Singapore,Thailand,0,37.768,,,#DIV/0!
Belgium,Czechia,0.669,15064.909,,,#DIV/0!
Belgium,Hungary,0.038,13763.435,,,#DIV/0!
Belgium,South Africa,26.468,28366.247,,,#DIV/0!
Belgium,Romania,316.075,9650.413,,,#DIV/0!
Belgium,Slovakia,20.649,3083.331,,,#DIV/0!
Belgium,Slovenia,0.4,6357.749,,,#DIV/0!
Belgium,Japan,72.745,9088.784,,,#DIV/0!
Belgium,Estonia,0.182,3116.241,,,#DIV/0!
Belgium,Viet Nam,0.002,1469.588,,,#DIV/0!
Belgium,Sweden,84.244,3284.188,,,#DIV/0!
Belgium,Luxembourg,755.462,1980.128,,,#DIV/0!
Belgium,Bulgaria,11.468,1760.619,,,#DIV/0!
Belgium,Greece,26.423,2005.599,,,#DIV/0!
Belgium,Switzerland,1.107,723.083,,,#DIV/0!
Belgium,T??rkiye,65.198,1848.978,,,#DIV/0!
Belgium,Oman,0.312,358.718,,,#DIV/0!
Belgium,Morocco,0.025,5.185,,,#DIV/0!
Uzbekistan,Mongolia,174.522,174.522,,,#DIV/0!
Senegal,China,103.886,1763.679,,,#DIV/0!
Senegal,Bulgaria,0.26,1760.619,,,#DIV/0!
Senegal,Indonesia,317.38,350.801,,,#DIV/0!
Senegal,T??rkiye,1.647,1848.978,,,#DIV/0!
Senegal,Egypt,114.63,567.856,,,#DIV/0!
Senegal,Rep. of Korea,0.626,170.134,,,#DIV/0!
Senegal,Iran,81.225,141.327,,,#DIV/0!
Senegal,Antigua and Barbuda,3.78,17.346,,,#DIV/0!
Senegal,Morocco,0.072,5.185,,,#DIV/0!
Senegal,Mali,0.068,0.068,,,#DIV/0!
Thailand,South Africa,23.626,28366.247,,,#DIV/0!
Thailand,Singapore,667.6,4659.782,,,#DIV/0!
Thailand,Honduras,5.225,2790.672,,,#DIV/0!
Thailand,Japan,574.167,9088.784,,,#DIV/0!
Thailand,China,25.589,1763.679,,,#DIV/0!
Thailand,Viet Nam,50.302,1469.588,,,#DIV/0!
Thailand,Malaysia,496,1484.221,,,#DIV/0!
Thailand,T??rkiye,0.701,1848.978,,,#DIV/0!
Kuwait,South Africa,4145.642,28366.247,,,#DIV/0!
Kuwait,Sudan,3499.041,6502.992,,,#DIV/0!
Kuwait,Romania,34.888,9650.413,,,#DIV/0!
Kuwait,Botswana,149.22,4274.326,,,#DIV/0!
Kuwait,Saudi Arabia,945.358,2318.075,,,#DIV/0!
Kuwait,Jordan,57.21,2090.185,,,#DIV/0!
Kuwait,Kenya,41.064,1590.403,,,#DIV/0!
Kuwait,T??rkiye,0.995,1848.978,,,#DIV/0!
Kuwait,United Rep. of Tanzania,13.283,553.79,,,#DIV/0!
Kuwait,Ethiopia,4.856,243.575,,,#DIV/0!
Kuwait,Egypt,83.191,567.856,,,#DIV/0!
Kuwait,Georgia,107.054,109.32,,,#DIV/0!
Kuwait,Oman,70.69,358.718,,,#DIV/0!
Kuwait,Qatar,18.68,115.829,,,#DIV/0!
Kuwait,Lebanon,67.082,128.124,,,#DIV/0!
Kuwait,Bahrain,23.893,123.687,,,#DIV/0!
Kuwait,Bangladesh,23.344,58.414,,,#DIV/0!
Kuwait,Philippines,5.049,5.051,,,#DIV/0!
Lebanon,Singapore,0.02,4659.782,,,#DIV/0!
Lebanon,T??rkiye,0.625,1848.978,,,#DIV/0!
Czechia,Hungary,0.466,13763.435,,,#DIV/0!
Czechia,Romania,231.146,9650.413,,,#DIV/0!
Czechia,Slovakia,1955.452,3083.331,,,#DIV/0!
Czechia,Namibia,387.346,9270.406,,,#DIV/0!
Czechia,Slovenia,0.451,6357.749,,,#DIV/0!
Czechia,Japan,2.721,9088.784,,,#DIV/0!
Czechia,Botswana,6.827,4274.326,,,#DIV/0!
Czechia,China,3.608,1763.679,,,#DIV/0!
Czechia,Bulgaria,0.098,1760.619,,,#DIV/0!
Czechia,Greece,4.201,2005.599,,,#DIV/0!
Czechia,T??rkiye,0.194,1848.978,,,#DIV/0!
Czechia,Norway,0.012,182.801,,,#DIV/0!
Czechia,Iran,26.077,141.327,,,#DIV/0!
Czechia,Bangladesh,0.096,58.414,,,#DIV/0!
Bosnia Herzegovina,Croatia,466.981,7078.47,,,#DIV/0!
Bosnia Herzegovina,Serbia,121.905,4044.356,,,#DIV/0!
Bosnia Herzegovina,Slovenia,994.531,6357.749,,,#DIV/0!
Bosnia Herzegovina,T??rkiye,0.194,1848.978,,,#DIV/0!
Cambodia,South Africa,1.411,28366.247,,,#DIV/0!
Cambodia,Singapore,32.68,4659.782,,,#DIV/0!
Cambodia,Japan,864.194,9088.784,,,#DIV/0!
Cambodia,Viet Nam,127.65,1469.588,,,#DIV/0!
Cambodia,Malaysia,13.761,1484.221,,,#DIV/0!
Cambodia,Thailand,5.745,37.768,,,#DIV/0!
Jordan,South Africa,2811.308,28366.247,,,#DIV/0!
Jordan,Sudan,72.031,6502.992,,,#DIV/0!
Jordan,T??rkiye,182.337,1848.978,,,#DIV/0!
Jordan,United Rep. of Tanzania,3.754,553.79,,,#DIV/0!
Jordan,Uganda,14.896,16.921,,,#DIV/0!
Qatar,South Africa,1974.864,28366.247,,,#DIV/0!
Qatar,Sudan,63.145,6502.992,,,#DIV/0!
Qatar,Japan,9.341,9088.784,,,#DIV/0!
Qatar,China,0.154,1763.679,,,#DIV/0!
Qatar,Jordan,806.035,2090.185,,,#DIV/0!
Qatar,Kuwait,855.212,1449.632,,,#DIV/0!
Qatar,Greece,0.252,2005.599,,,#DIV/0!
Qatar,T??rkiye,5.589,1848.978,,,#DIV/0!
Qatar,United Rep. of Tanzania,262.843,553.79,,,#DIV/0!
Qatar,Ethiopia,138.372,243.575,,,#DIV/0!
Qatar,Egypt,2.243,567.856,,,#DIV/0!
Qatar,Georgia,1.61,109.32,,,#DIV/0!
Qatar,Oman,44.694,358.718,,,#DIV/0!
Qatar,Lebanon,8.34,128.124,,,#DIV/0!
Qatar,Morocco,3.821,5.185,,,#DIV/0!
Qatar,Azerbaijan,0.9,0.9,,,#DIV/0!
Libya,Malta,4.032,3418.889,,,#DIV/0!
Libya,T??rkiye,0.773,1848.978,,,#DIV/0!
Bangladesh,Singapore,4.11,4659.782,,,#DIV/0!
Bangladesh,Malaysia,0.214,1484.221,,,#DIV/0!
Bangladesh,T??rkiye,0.507,1848.978,,,#DIV/0!
Bangladesh,Rep. of Korea,1.302,170.134,,,#DIV/0!
Bangladesh,Thailand,0.01,37.768,,,#DIV/0!
Croatia,Czechia,0.154,15064.909,,,#DIV/0!
Croatia,Hungary,332.351,13763.435,,,#DIV/0!
Croatia,Romania,4.871,9650.413,,,#DIV/0!
Croatia,Serbia,28.816,4044.356,,,#DIV/0!
Croatia,Slovakia,0.018,3083.331,,,#DIV/0!
Croatia,Slovenia,1251.095,6357.749,,,#DIV/0!
Croatia,Bulgaria,39.093,1760.619,,,#DIV/0!
Croatia,Greece,0.755,2005.599,,,#DIV/0!
Croatia,T??rkiye,3.443,1848.978,,,#DIV/0!
Dominican Rep.,Panama,0.246,5143.883,,,#DIV/0!
Dominican Rep.,Greece,0.954,2005.599,,,#DIV/0!
Norway,Czechia,0.177,15064.909,,,#DIV/0!
Norway,Hungary,0.045,13763.435,,,#DIV/0!
Norway,South Africa,169.013,28366.247,,,#DIV/0!
Norway,Finland,29.866,4542.802,,,#DIV/0!
Norway,Slovakia,0.091,3083.331,,,#DIV/0!
Norway,Namibia,1839.518,9270.406,,,#DIV/0!
Norway,Japan,9.097,9088.784,,,#DIV/0!
Norway,Botswana,1174.301,4274.326,,,#DIV/0!
Norway,Estonia,3.786,3116.241,,,#DIV/0!
Norway,Viet Nam,0.008,1469.588,,,#DIV/0!
Norway,Sweden,1169.703,3284.188,,,#DIV/0!
Norway,Luxembourg,0.014,1980.128,,,#DIV/0!
Norway,Eswatini,356.471,356.551,,,#DIV/0!
Norway,T??rkiye,10.201,1848.978,,,#DIV/0!
Norway,Thailand,0.009,37.768,,,#DIV/0!
Guatemala,Panama,21.557,5143.883,,,#DIV/0!
Guatemala,Honduras,715.796,2790.672,,,#DIV/0!
Guatemala,Dominican Rep.,1327.474,1484.608,,,#DIV/0!
Guatemala,China,7.969,1763.679,,,#DIV/0!
Guatemala,Rep. of Korea,0.02,170.134,,,#DIV/0!
Guatemala,El Salvador,6.363,6.373,,,#DIV/0!
Albania,Greece,196.642,2005.599,,,#DIV/0!
Switzerland,Hungary,0.567,13763.435,,,#DIV/0!
Switzerland,South Africa,0.94,28366.247,,,#DIV/0!
Switzerland,Romania,1.681,9650.413,,,#DIV/0!
Switzerland,Finland,0.668,4542.802,,,#DIV/0!
Switzerland,Slovenia,0.037,6357.749,,,#DIV/0!
Switzerland,Japan,9.264,9088.784,,,#DIV/0!
Switzerland,Estonia,8.132,3116.241,,,#DIV/0!
Switzerland,Sweden,0.134,3284.188,,,#DIV/0!
Switzerland,Bulgaria,0.024,1760.619,,,#DIV/0!
Switzerland,Greece,0.033,2005.599,,,#DIV/0!
Switzerland,T??rkiye,0.696,1848.978,,,#DIV/0!
Bahrain,South Africa,243.276,28366.247,,,#DIV/0!
Bahrain,Japan,0.351,9088.784,,,#DIV/0!
Bahrain,Saudi Arabia,1.6,2318.075,,,#DIV/0!
Bahrain,Kuwait,2.249,1449.632,,,#DIV/0!
Bahrain,Kenya,0.011,1590.403,,,#DIV/0!
Bahrain,T??rkiye,0.299,1848.978,,,#DIV/0!
Bahrain,United Rep. of Tanzania,33.337,553.79,,,#DIV/0!
Bahrain,Egypt,26.797,567.856,,,#DIV/0!
Bahrain,Oman,0.428,358.718,,,#DIV/0!
Bahrain,Bhutan,23.166,23.166,,,#DIV/0!
Bahrain,Rep. of Moldova,6.315,6.396,,,#DIV/0!
Lithuania,Czechia,18.818,15064.909,,,#DIV/0!
Lithuania,Hungary,24.228,13763.435,,,#DIV/0!
Lithuania,Croatia,2.038,7078.47,,,#DIV/0!
Lithuania,Romania,30.037,9650.413,,,#DIV/0!
Lithuania,Finland,4.523,4542.802,,,#DIV/0!
Lithuania,China,125.58,1763.679,,,#DIV/0!
Lithuania,Estonia,36.347,3116.241,,,#DIV/0!
Lithuania,Sweden,4.379,3284.188,,,#DIV/0!
Lithuania,Bulgaria,0.163,1760.619,,,#DIV/0!
Lithuania,Norway,21.213,182.801,,,#DIV/0!
Australia,South Africa,25.455,28366.247,,,#DIV/0!
Australia,Singapore,0.009,4659.782,,,#DIV/0!
Australia,Japan,235.637,9088.784,,,#DIV/0!
Australia,Sweden,0.012,3284.188,,,#DIV/0!
Australia,T??rkiye,0.117,1848.978,,,#DIV/0!
Australia,Oman,0.373,358.718,,,#DIV/0!
"China, Macao SAR",South Africa,1.24,28366.247,,,#DIV/0!
"China, Macao SAR",Japan,97.88,9088.784,,,#DIV/0!
"China, Macao SAR",China,5.537,1763.679,,,#DIV/0!
"China, Macao SAR",Rep. of Korea,0.133,170.134,,,#DIV/0!
Poland,Czechia,2856.116,15064.909,,,#DIV/0!
Poland,Hungary,416.336,13763.435,,,#DIV/0!
Poland,Croatia,309.128,7078.47,,,#DIV/0!
Poland,Malta,2.639,3418.889,,,#DIV/0!
Poland,Romania,3168.733,9650.413,,,#DIV/0!
Poland,Finland,59.48,4542.802,,,#DIV/0!
Poland,Slovakia,86.225,3083.331,,,#DIV/0!
Poland,Slovenia,83.406,6357.749,,,#DIV/0!
Poland,Japan,3.833,9088.784,,,#DIV/0!
Poland,Estonia,66.577,3116.241,,,#DIV/0!
Poland,Viet Nam,0.108,1469.588,,,#DIV/0!
Poland,Sweden,40.422,3284.188,,,#DIV/0!
Poland,Cyprus,86.031,1272.099,,,#DIV/0!
Poland,Bulgaria,0.434,1760.619,,,#DIV/0!
Poland,Greece,28.047,2005.599,,,#DIV/0!
Poland,T??rkiye,0.098,1848.978,,,#DIV/0!
Poland,Norway,110.142,182.801,,,#DIV/0!
Poland,Iran,0.056,141.327,,,#DIV/0!
State of Palestine,Egypt,90.206,567.856,,,#DIV/0!
Oman,South Africa,56.949,28366.247,,,#DIV/0!
Oman,Sudan,2.065,6502.992,,,#DIV/0!
Oman,Saudi Arabia,42.428,2318.075,,,#DIV/0!
Oman,Kuwait,17.018,1449.632,,,#DIV/0!
Oman,Kenya,0.795,1590.403,,,#DIV/0!
Oman,T??rkiye,11.301,1848.978,,,#DIV/0!
Oman,United Rep. of Tanzania,0.783,553.79,,,#DIV/0!
Oman,Egypt,9.344,567.856,,,#DIV/0!
Oman,Qatar,97.149,115.829,,,#DIV/0!
Oman,Iran,0.447,141.327,,,#DIV/0!
Oman,Lebanon,0.078,128.124,,,#DIV/0!
Oman,Somalia,23.18,23.18,,,#DIV/0!
Colombia,T??rkiye,0.112,1848.978,,,#DIV/0!
Congo,South Africa,32.425,28366.247,,,#DIV/0!
Congo,Kenya,11.931,1590.403,,,#DIV/0!
Hungary,Czechia,109.996,15064.909,,,#DIV/0!
Hungary,Croatia,857.992,7078.47,,,#DIV/0!
Hungary,Romania,232.331,9650.413,,,#DIV/0!
Hungary,Slovakia,170.444,3083.331,,,#DIV/0!
Hungary,Slovenia,133.639,6357.749,,,#DIV/0!
Hungary,Estonia,12.157,3116.241,,,#DIV/0!
Hungary,Bulgaria,84.624,1760.619,,,#DIV/0!
Hungary,Greece,0.355,2005.599,,,#DIV/0!
Hungary,T??rkiye,0.194,1848.978,,,#DIV/0!
T??rkiye,Romania,1.896,9650.413,,,#DIV/0!
T??rkiye,Estonia,1.07,3116.241,,,#DIV/0!
T??rkiye,Kenya,84,1590.403,,,#DIV/0!
T??rkiye,Cyprus,16.029,1272.099,,,#DIV/0!
T??rkiye,Greece,10,2005.599,,,#DIV/0!
T??rkiye,Montenegro,0.16,563.275,,,#DIV/0!
T??rkiye,Bosnia Herzegovina,399.099,446.158,,,#DIV/0!
T??rkiye,Oman,0.025,358.718,,,#DIV/0!
Gabon,South Africa,69.352,28366.247,,,#DIV/0!
Gabon,T??rkiye,0.188,1848.978,,,#DIV/0!
Slovakia,Czechia,4893.987,15064.909,,,#DIV/0!
Slovakia,Hungary,169.088,13763.435,,,#DIV/0!
Slovakia,Croatia,0.27,7078.47,,,#DIV/0!
Slovakia,Romania,89.873,9650.413,,,#DIV/0!
Slovakia,Namibia,24.469,9270.406,,,#DIV/0!
Slovakia,Japan,0.209,9088.784,,,#DIV/0!
Slovakia,Botswana,12.889,4274.326,,,#DIV/0!
Slovakia,Sweden,0.108,3284.188,,,#DIV/0!
Slovakia,Bulgaria,4.828,1760.619,,,#DIV/0!
Slovakia,Greece,0.196,2005.599,,,#DIV/0!
Slovakia,Bangladesh,0.085,58.414,,,#DIV/0!
Slovakia,Angola,3.753,3.772,,,#DIV/0!
Slovakia,Saint Pierre and Miquelon,0.799,2.332,,,#DIV/0!
New Zealand,Japan,9.779,9088.784,,,#DIV/0!
New Zealand,Malaysia,18.093,1484.221,,,#DIV/0!
New Zealand,Indonesia,0.052,350.801,,,#DIV/0!
New Zealand,Vanuatu,28.501,28.501,,,#DIV/0!
Costa Rica,Guatemala,23.239,1085.527,,,#DIV/0!
Slovenia,Czechia,2.977,15064.909,,,#DIV/0!
Slovenia,Hungary,49.886,13763.435,,,#DIV/0!
Slovenia,Croatia,1118.029,7078.47,,,#DIV/0!
Slovenia,Romania,37.288,9650.413,,,#DIV/0!
Slovenia,Slovakia,1.79,3083.331,,,#DIV/0!
Slovenia,Namibia,0.234,9270.406,,,#DIV/0!
Slovenia,Japan,2.841,9088.784,,,#DIV/0!
Slovenia,Botswana,9.708,4274.326,,,#DIV/0!
Slovenia,China,0.12,1763.679,,,#DIV/0!
Slovenia,Bulgaria,66.926,1760.619,,,#DIV/0!
Slovenia,Switzerland,0.065,723.083,,,#DIV/0!
Slovenia,Bosnia Herzegovina,0.174,446.158,,,#DIV/0!
Slovenia,Thailand,0.019,37.768,,,#DIV/0!
Slovenia,Antigua and Barbuda,2.785,17.346,,,#DIV/0!
Slovenia,Ecuador,0.12,3.124,,,#DIV/0!
Finland,Czechia,0.28,15064.909,,,#DIV/0!
Finland,Hungary,2.334,13763.435,,,#DIV/0!
Finland,Croatia,0.032,7078.47,,,#DIV/0!
Finland,Romania,3.88,9650.413,,,#DIV/0!
Finland,Slovakia,0.017,3083.331,,,#DIV/0!
Finland,Namibia,0.558,9270.406,,,#DIV/0!
Finland,Japan,2.595,9088.784,,,#DIV/0!
Finland,China,0.058,1763.679,,,#DIV/0!
Finland,Estonia,496.578,3116.241,,,#DIV/0!
Finland,Sweden,550.944,3284.188,,,#DIV/0!
Finland,Greece,0.209,2005.599,,,#DIV/0!
Finland,T??rkiye,0.255,1848.978,,,#DIV/0!
Finland,Norway,0.005,182.801,,,#DIV/0!
Serbia,Hungary,80.623,13763.435,,,#DIV/0!
Serbia,Croatia,258.663,7078.47,,,#DIV/0!
Serbia,Slovenia,0.697,6357.749,,,#DIV/0!
Serbia,Sweden,100,3284.188,,,#DIV/0!
Serbia,Bulgaria,1.593,1760.619,,,#DIV/0!
Serbia,Montenegro,561.939,563.275,,,#DIV/0!
Serbia,North Macedonia,13.522,13.522,,,#DIV/0!
North Macedonia,Hungary,456.905,13763.435,,,#DIV/0!
North Macedonia,Croatia,46.721,7078.47,,,#DIV/0!
North Macedonia,Romania,21.068,9650.413,,,#DIV/0!
North Macedonia,Serbia,227.261,4044.356,,,#DIV/0!
North Macedonia,Slovenia,218.449,6357.749,,,#DIV/0!
North Macedonia,Japan,0.04,9088.784,,,#DIV/0!
North Macedonia,Bulgaria,22.942,1760.619,,,#DIV/0!
North Macedonia,Greece,13.535,2005.599,,,#DIV/0!
North Macedonia,Montenegro,0.976,563.275,,,#DIV/0!
North Macedonia,Bosnia Herzegovina,46.12,446.158,,,#DIV/0!
Romania,Czechia,8.579,15064.909,,,#DIV/0!
Romania,Hungary,927.579,13763.435,,,#DIV/0!
Romania,Slovakia,0.254,3083.331,,,#DIV/0!
Romania,Slovenia,0.004,6357.749,,,#DIV/0!
Romania,Japan,0.545,9088.784,,,#DIV/0!
Romania,Estonia,103.4,3116.241,,,#DIV/0!
Romania,Cyprus,30.947,1272.099,,,#DIV/0!
Romania,Bulgaria,104.749,1760.619,,,#DIV/0!
Romania,Greece,38.803,2005.599,,,#DIV/0!
Romania,T??rkiye,1.373,1848.978,,,#DIV/0!
Romania,Rep. of Moldova,0.081,6.396,,,#DIV/0!
Kazakhstan,T??rkiye,0.017,1848.978,,,#DIV/0!
Luxembourg,Czechia,1.481,15064.909,,,#DIV/0!
Luxembourg,Hungary,1.51,13763.435,,,#DIV/0!
Luxembourg,South Africa,0.06,28366.247,,,#DIV/0!
Luxembourg,Romania,0.289,9650.413,,,#DIV/0!
Luxembourg,Slovakia,0.195,3083.331,,,#DIV/0!
Luxembourg,Japan,3.877,9088.784,,,#DIV/0!
Luxembourg,China,1.567,1763.679,,,#DIV/0!
Luxembourg,Viet Nam,0.006,1469.588,,,#DIV/0!
Luxembourg,Eswatini,0.062,356.551,,,#DIV/0!
Luxembourg,T??rkiye,1.18,1848.978,,,#DIV/0!
Luxembourg,Iran,2.084,141.327,,,#DIV/0!
Luxembourg,Bangladesh,0.046,58.414,,,#DIV/0!
Luxembourg,Turks and Caicos Isds,0.01,0.01,,,#DIV/0!
Armenia,Japan,0.332,9088.784,,,#DIV/0!
Comoros,South Africa,0.022,28366.247,,,#DIV/0!
Comoros,T??rkiye,0.916,1848.978,,,#DIV/0!
Comoros,United Rep. of Tanzania,11.973,553.79,,,#DIV/0!
Algeria,T??rkiye,1.435,1848.978,,,#DIV/0!
Bahamas,T??rkiye,25.401,1848.978,,,#DIV/0!
Bahamas,Morocco,0.05,5.185,,,#DIV/0!
Mozambique,South Africa,2796.301,28366.247,,,#DIV/0!
Mozambique,Botswana,150.158,4274.326,,,#DIV/0!
Latvia,Czechia,5.948,15064.909,,,#DIV/0!
Latvia,Hungary,0.006,13763.435,,,#DIV/0!
Latvia,Estonia,799.471,3116.241,,,#DIV/0!
Latvia,Sweden,15,3284.188,,,#DIV/0!
Latvia,Cyprus,1.727,1272.099,,,#DIV/0!
Latvia,T??rkiye,0.135,1848.978,,,#DIV/0!
Latvia,Norway,0.084,182.801,,,#DIV/0!
Morocco,T??rkiye,0.185,1848.978,,,#DIV/0!
Cyprus,Romania,274.021,9650.413,,,#DIV/0!
Cyprus,Namibia,24.487,9270.406,,,#DIV/0!
Cyprus,Bulgaria,0.029,1760.619,,,#DIV/0!
Cyprus,Greece,651.634,2005.599,,,#DIV/0!
Cyprus,T??rkiye,295.749,1848.978,,,#DIV/0!
Cyprus,Oman,0.85,358.718,,,#DIV/0!
Cyprus,Mauritania,24.487,24.487,,,#DIV/0!
Angola,South Africa,355.255,28366.247,,,#DIV/0!
Angola,Namibia,382.576,9270.406,,,#DIV/0!
Trinidad and Tobago,South Africa,23.871,28366.247,,,#DIV/0!
Trinidad and Tobago,Panama,61.167,5143.883,,,#DIV/0!
Lesotho,South Africa,2536.567,28366.247,,,#DIV/0!
Lesotho,Botswana,10,4274.326,,,#DIV/0!
Dem. Rep. of the Congo,South Africa,48.609,28366.247,,,#DIV/0!
Dem. Rep. of the Congo,Namibia,28.259,9270.406,,,#DIV/0!
Dem. Rep. of the Congo,Botswana,428.055,4274.326,,,#DIV/0!
Dem. Rep. of the Congo,Zambia,918.855,918.855,,,#DIV/0!
Dem. Rep. of the Congo,Kenya,445.277,1590.403,,,#DIV/0!
Dem. Rep. of the Congo,United Rep. of Tanzania,35.99,553.79,,,#DIV/0!
Mauritius,South Africa,570.145,28366.247,,,#DIV/0!
Mauritius,Japan,0.961,9088.784,,,#DIV/0!
Mauritius,T??rkiye,0.719,1848.978,,,#DIV/0!
Mauritius,"Other Asia, nes",3,282.259,,,#DIV/0!
Mauritius,Antigua and Barbuda,0.086,17.346,,,#DIV/0!
Mauritius,Seychelles,0.25,0.25,,,#DIV/0!
Azerbaijan,Japan,0.012,9088.784,,,#DIV/0!
Azerbaijan,Saudi Arabia,33.6,2318.075,,,#DIV/0!
Azerbaijan,Jordan,7.5,2090.185,,,#DIV/0!
Azerbaijan,Luxembourg,7.12,1980.128,,,#DIV/0!
Azerbaijan,T??rkiye,1.621,1848.978,,,#DIV/0!
Panama,Namibia,0.03,9270.406,,,#DIV/0!
Panama,Viet Nam,0.814,1469.588,,,#DIV/0!
Panama,Greece,9.434,2005.599,,,#DIV/0!
Panama,T??rkiye,84.217,1848.978,,,#DIV/0!
Kyrgyzstan,T??rkiye,0.619,1848.978,,,#DIV/0!
Paraguay,Saudi Arabia,27,2318.075,,,#DIV/0!
Paraguay,"Other Asia, nes",105.597,282.259,,,#DIV/0!
Paraguay,Lebanon,48.846,128.124,,,#DIV/0!
Paraguay,Israel,26.528,72.589,,,#DIV/0!
Paraguay,Gambia,0.064,0.064,,,#DIV/0!
Montenegro,Hungary,1.844,13763.435,,,#DIV/0!
Montenegro,Croatia,7.878,7078.47,,,#DIV/0!
Montenegro,Serbia,282.736,4044.356,,,#DIV/0!
Montenegro,Slovenia,88.535,6357.749,,,#DIV/0!
Montenegro,Japan,0.286,9088.784,,,#DIV/0!
Montenegro,T??rkiye,0.123,1848.978,,,#DIV/0!
Bhutan,Singapore,0.14,4659.782,,,#DIV/0!
Jamaica,Panama,279.386,5143.883,,,#DIV/0!
Brunei Darussalam,Singapore,0.54,4659.782,,,#DIV/0!
Brunei Darussalam,Malaysia,16.065,1484.221,,,#DIV/0!
Maldives,South Africa,29.05,28366.247,,,#DIV/0!
Maldives,Singapore,12.936,4659.782,,,#DIV/0!
Maldives,Honduras,0.017,2790.672,,,#DIV/0!
Maldives,Japan,3.554,9088.784,,,#DIV/0!
Maldives,China,0.143,1763.679,,,#DIV/0!
Maldives,Saudi Arabia,0.762,2318.075,,,#DIV/0!
Maldives,Jordan,1.096,2090.185,,,#DIV/0!
Maldives,Kenya,0.001,1590.403,,,#DIV/0!
Maldives,Switzerland,0.038,723.083,,,#DIV/0!
Maldives,Malaysia,0.353,1484.221,,,#DIV/0!
Maldives,T??rkiye,0.238,1848.978,,,#DIV/0!
Maldives,United Rep. of Tanzania,0.06,553.79,,,#DIV/0!
Maldives,Egypt,0.026,567.856,,,#DIV/0!
Maldives,Norway,0.118,182.801,,,#DIV/0!
Maldives,Georgia,0.027,109.32,,,#DIV/0!
Maldives,Oman,0.585,358.718,,,#DIV/0!
Maldives,Iran,0.068,141.327,,,#DIV/0!
Maldives,Lebanon,0.123,128.124,,,#DIV/0!
Maldives,Bangladesh,32.471,58.414,,,#DIV/0!
Maldives,Thailand,0.418,37.768,,,#DIV/0!
Maldives,Sri Lanka,13.821,13.821,,,#DIV/0!
Maldives,El Salvador,0.01,6.373,,,#DIV/0!
Maldives,Antigua and Barbuda,0.105,17.346,,,#DIV/0!
Maldives,Philippines,0.002,5.051,,,#DIV/0!
Maldives,Angola,0.019,3.772,,,#DIV/0!
Maldives,Ecuador,3.004,3.124,,,#DIV/0!
Maldives,Venezuela,2.99,2.99,,,#DIV/0!
Maldives,Iceland,0.328,1.822,,,#DIV/0!
Maldives,Albania,0.208,0.355,,,#DIV/0!
Maldives,Sierra Leone,0.016,0.016,,,#DIV/0!
Bulgaria,Czechia,135.947,15064.909,,,#DIV/0!
Bulgaria,Hungary,211.266,13763.435,,,#DIV/0!
Bulgaria,Croatia,46.89,7078.47,,,#DIV/0!
Bulgaria,Romania,673.811,9650.413,,,#DIV/0!
Bulgaria,Sweden,7.989,3284.188,,,#DIV/0!
Bulgaria,Cyprus,22.947,1272.099,,,#DIV/0!
Bulgaria,Greece,113.487,2005.599,,,#DIV/0!
Bulgaria,T??rkiye,0.024,1848.978,,,#DIV/0!
Nigeria,South Africa,1771.711,28366.247,,,#DIV/0!
Honduras,Guatemala,41.283,1085.527,,,#DIV/0!
Honduras,T??rkiye,0.414,1848.978,,,#DIV/0!
Estonia,Czechia,15.225,15064.909,,,#DIV/0!
Estonia,Romania,16.754,9650.413,,,#DIV/0!
Estonia,Finland,234.66,4542.802,,,#DIV/0!
Estonia,Slovakia,0.012,3083.331,,,#DIV/0!
Estonia,Namibia,9.44,9270.406,,,#DIV/0!
Estonia,Japan,0.014,9088.784,,,#DIV/0!
Estonia,Botswana,0.62,4274.326,,,#DIV/0!
Estonia,China,0.26,1763.679,,,#DIV/0!
